station_id,station_name,zone,station_type,mechanism,supervision_role,severity,severity_value,profile,baseline_rho,scenario_duration_minutes,scenario_duration_station_cycles,buffer_capacity,buffer_used_to_determine_capability,physical_parameter,expected_effective_service_time_seconds,expected_arrival_rate_vehicles_per_hour,expected_service_capacity_vehicles_per_hour,effective_rho,peak_effective_rho,expected_demand_service_deficit_vehicles_per_hour,theoretical_time_to_fill_minutes_if_deficit_persists,classification
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.4682926829268293,15.0,18.75,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,48.0,39.02439024390244,75.0,0.5203252032520325,0.5203252032520326,-35.97560975609756,,INCAPABLE
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.4682926829268293,15.0,18.75,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,48.0,38.489809555629805,75.0,0.5131974607417308,0.5203252032520326,-36.510190444370195,,INCAPABLE
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MILD,0.25,SUSTAINED_MIX,0.4682926829268293,30.0,37.5,4,False,shift_to_actual_highest_workload_variant=0.25; variant=ICE_SEDAN,48.0,35.1219512195122,75.0,0.4682926829268293,0.4682926829268293,-39.8780487804878,,INCAPABLE
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,STEP_BURST,0.4682926829268293,25.0,31.25,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.750,48.0,46.82926829268293,75.0,0.6243902439024391,0.624390243902439,-28.170731707317067,,INCAPABLE
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,RAMP_BURST,0.4682926829268293,25.0,31.25,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.781,48.0,44.956097560975614,75.0,0.5994146341463416,0.624390243902439,-30.043902439024386,,INCAPABLE
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MODERATE,0.55,SUSTAINED_MIX,0.4682926829268293,45.0,56.25,4,False,shift_to_actual_highest_workload_variant=0.60; variant=ICE_SEDAN,48.0,35.1219512195122,75.0,0.4682926829268293,0.4682926829268293,-39.8780487804878,,INCAPABLE
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,STEP_BURST,0.4682926829268293,40.0,50.0,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.600,48.0,58.53658536585367,75.0,0.7804878048780489,0.7804878048780488,-16.463414634146332,,INCAPABLE
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,RAMP_BURST,0.4682926829268293,40.0,50.0,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.650,48.0,54.03377110694185,75.0,0.7204502814258913,0.7804878048780488,-20.96622889305815,,INCAPABLE
S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,SEVERE,0.9,SUSTAINED_MIX,0.4682926829268293,60.0,75.0,4,False,shift_to_actual_highest_workload_variant=0.90; variant=ICE_SEDAN,48.0,35.1219512195122,75.0,0.4682926829268293,0.4682926829268293,-39.8780487804878,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.25365853658536586,15.0,34.61538461538461,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,26.0,39.02439024390244,138.46153846153845,0.2818428184281843,0.28184281842818426,-99.43714821763601,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.25365853658536586,15.0,34.61538461538461,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,26.0,38.489809555629805,138.46153846153845,0.2779819579017708,0.28184281842818426,-99.97172890590865,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MILD,0.25,SUSTAINED_MIX,0.25365853658536586,30.0,69.23076923076923,4,False,shift_to_actual_highest_workload_variant=0.25; variant=ICE_SEDAN,26.0,35.1219512195122,138.46153846153845,0.2536585365853659,0.25365853658536586,-103.33958724202625,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,STEP_BURST,0.25365853658536586,25.0,57.69230769230769,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.750,26.0,46.82926829268293,138.46153846153845,0.3382113821138212,0.3382113821138211,-91.63227016885551,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,RAMP_BURST,0.25365853658536586,25.0,57.69230769230769,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.781,26.0,44.956097560975614,138.46153846153845,0.32468292682926836,0.3382113821138211,-93.50544090056283,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MODERATE,0.55,SUSTAINED_MIX,0.25365853658536586,45.0,103.84615384615384,4,False,shift_to_actual_highest_workload_variant=0.60; variant=ICE_SEDAN,26.0,35.1219512195122,138.46153846153845,0.2536585365853659,0.25365853658536586,-103.33958724202625,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,STEP_BURST,0.25365853658536586,40.0,92.3076923076923,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.600,26.0,58.53658536585367,138.46153846153845,0.4227642276422765,0.42276422764227645,-79.92495309568478,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,RAMP_BURST,0.25365853658536586,40.0,92.3076923076923,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.650,26.0,54.03377110694185,138.46153846153845,0.3902439024390245,0.42276422764227645,-84.4277673545966,,INCAPABLE
S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,SEVERE,0.9,SUSTAINED_MIX,0.25365853658536586,60.0,138.46153846153845,4,False,shift_to_actual_highest_workload_variant=0.90; variant=ICE_SEDAN,26.0,35.1219512195122,138.46153846153845,0.2536585365853659,0.25365853658536586,-103.33958724202625,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.37073170731707317,15.0,23.68421052631579,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,38.0,39.02439024390244,94.73684210526316,0.4119241192411924,0.4119241192411924,-55.71245186136073,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.37073170731707317,15.0,23.68421052631579,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,38.0,38.489809555629805,94.73684210526316,0.40628132308720344,0.4119241192411924,-56.24703254963336,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MILD,0.25,SUSTAINED_MIX,0.37073170731707317,30.0,47.36842105263158,4,False,shift_to_actual_highest_workload_variant=0.25; variant=ICE_SEDAN,38.0,35.1219512195122,94.73684210526316,0.37073170731707317,0.37073170731707317,-59.61489088575097,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,STEP_BURST,0.37073170731707317,25.0,39.473684210526315,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.750,38.0,46.82926829268293,94.73684210526316,0.4943089430894309,0.4943089430894309,-47.90757381258023,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,RAMP_BURST,0.37073170731707317,25.0,39.473684210526315,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.781,38.0,44.956097560975614,94.73684210526316,0.4745365853658537,0.4943089430894309,-49.78074454428755,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MODERATE,0.55,SUSTAINED_MIX,0.37073170731707317,45.0,71.05263157894737,4,False,shift_to_actual_highest_workload_variant=0.60; variant=ICE_SEDAN,38.0,35.1219512195122,94.73684210526316,0.37073170731707317,0.37073170731707317,-59.61489088575097,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,STEP_BURST,0.37073170731707317,40.0,63.1578947368421,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.600,38.0,58.53658536585367,94.73684210526316,0.6178861788617886,0.6178861788617886,-36.2002567394095,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,RAMP_BURST,0.37073170731707317,40.0,63.1578947368421,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.650,38.0,54.03377110694185,94.73684210526316,0.5703564727954973,0.6178861788617886,-40.703070998321316,,INCAPABLE
S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,SEVERE,0.9,SUSTAINED_MIX,0.37073170731707317,60.0,94.73684210526316,4,False,shift_to_actual_highest_workload_variant=0.90; variant=ICE_SEDAN,38.0,35.1219512195122,94.73684210526316,0.37073170731707317,0.37073170731707317,-59.61489088575097,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.4292682926829268,15.0,20.454545454545453,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,44.0,39.02439024390244,81.81818181818181,0.4769647696476965,0.47696476964769646,-42.793791574279375,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.4292682926829268,15.0,20.454545454545453,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,44.0,38.489809555629805,81.81818181818181,0.47043100567991986,0.47696476964769646,-43.32837226255201,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MILD,0.25,SUSTAINED_MIX,0.4292682926829268,30.0,40.90909090909091,4,False,shift_to_actual_highest_workload_variant=0.25; variant=ICE_SEDAN,44.0,35.1219512195122,81.81818181818181,0.4292682926829269,0.4292682926829268,-46.696230598669615,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,STEP_BURST,0.4292682926829268,25.0,34.09090909090909,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.750,44.0,46.82926829268293,81.81818181818181,0.5723577235772359,0.5723577235772358,-34.98891352549888,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,RAMP_BURST,0.4292682926829268,25.0,34.09090909090909,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.781,44.0,44.956097560975614,81.81818181818181,0.5494634146341464,0.5723577235772358,-36.8620842572062,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MODERATE,0.55,SUSTAINED_MIX,0.4292682926829268,45.0,61.36363636363637,4,False,shift_to_actual_highest_workload_variant=0.60; variant=ICE_SEDAN,44.0,35.1219512195122,81.81818181818181,0.4292682926829269,0.4292682926829268,-46.696230598669615,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,STEP_BURST,0.4292682926829268,40.0,54.54545454545455,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.600,44.0,58.53658536585367,81.81818181818181,0.7154471544715448,0.7154471544715447,-23.281596452328145,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,RAMP_BURST,0.4292682926829268,40.0,54.54545454545455,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.650,44.0,54.03377110694185,81.81818181818181,0.6604127579737338,0.7154471544715447,-27.784410711239964,,INCAPABLE
S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,SEVERE,0.9,SUSTAINED_MIX,0.4292682926829268,60.0,81.81818181818181,4,False,shift_to_actual_highest_workload_variant=0.90; variant=ICE_SEDAN,44.00000000000001,35.1219512195122,81.8181818181818,0.429268292682927,0.4292682926829269,-46.6962305986696,,INCAPABLE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.7024390243902439,15.0,12.5,3,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,72.0,39.02439024390244,50.0,0.7804878048780488,0.7804878048780487,-10.975609756097562,,INCAPABLE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.7024390243902439,15.0,12.5,3,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,72.0,38.489809555629805,50.0,0.7697961911125961,0.7804878048780487,-11.510190444370195,,INCAPABLE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MILD,0.25,SUSTAINED_MIX,0.7024390243902439,30.0,25.0,3,False,shift_to_actual_highest_workload_variant=0.25; variant=ICE_SEDAN,72.0,35.1219512195122,50.0,0.702439024390244,0.7024390243902439,-14.878048780487802,,INCAPABLE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,STEP_BURST,0.7024390243902439,25.0,20.833333333333332,3,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.750,72.0,46.82926829268293,50.0,0.9365853658536587,0.9365853658536585,-3.170731707317067,,HARD_NEGATIVE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,RAMP_BURST,0.7024390243902439,25.0,20.833333333333332,3,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.781,72.0,44.956097560975614,50.0,0.8991219512195123,0.9365853658536585,-5.043902439024386,,HARD_NEGATIVE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MODERATE,0.55,SUSTAINED_MIX,0.7024390243902439,45.0,37.5,3,False,shift_to_actual_highest_workload_variant=0.60; variant=ICE_SEDAN,72.0,35.1219512195122,50.0,0.702439024390244,0.7024390243902439,-14.878048780487802,,INCAPABLE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,STEP_BURST,0.7024390243902439,40.0,33.333333333333336,3,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.600,72.0,58.53658536585367,50.0,1.1707317073170733,1.170731707317073,8.536585365853668,21.08571428571426,POSITIVE_CAPABLE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,RAMP_BURST,0.7024390243902439,40.0,33.333333333333336,3,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.650,72.0,54.03377110694185,50.0,1.080675422138837,1.170731707317073,4.033771106941849,44.62325581395338,POSITIVE_CAPABLE
S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,SEVERE,0.9,SUSTAINED_MIX,0.7024390243902439,60.0,50.0,3,False,shift_to_actual_highest_workload_variant=0.90; variant=ICE_SEDAN,72.0,35.1219512195122,50.0,0.702439024390244,0.7024390243902439,-14.878048780487802,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.24390243902439024,15.0,36.0,5,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,25.0,39.02439024390244,144.0,0.27100271002710025,0.27100271002710025,-104.97560975609755,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.24390243902439024,15.0,36.0,5,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,25.0,38.489809555629805,144.0,0.2672903441363181,0.27100271002710025,-105.5101904443702,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MILD,0.25,SUSTAINED_MIX,0.24390243902439024,30.0,72.0,5,False,shift_to_actual_highest_workload_variant=0.25; variant=ICE_SEDAN,25.0,35.1219512195122,144.0,0.24390243902439027,0.24390243902439024,-108.8780487804878,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,STEP_BURST,0.24390243902439024,25.0,60.0,5,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.750,25.0,46.82926829268293,144.0,0.3252032520325204,0.3252032520325203,-97.17073170731706,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,RAMP_BURST,0.24390243902439024,25.0,60.0,5,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.781,25.0,44.956097560975614,144.0,0.31219512195121957,0.3252032520325203,-99.04390243902438,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MODERATE,0.55,SUSTAINED_MIX,0.24390243902439024,45.0,108.0,5,False,shift_to_actual_highest_workload_variant=0.60; variant=ICE_SEDAN,25.0,35.1219512195122,144.0,0.24390243902439027,0.24390243902439024,-108.8780487804878,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,STEP_BURST,0.24390243902439024,40.0,96.0,5,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.600,25.0,58.53658536585367,144.0,0.40650406504065045,0.4065040650406504,-85.46341463414633,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,RAMP_BURST,0.24390243902439024,40.0,96.0,5,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.650,25.0,54.03377110694185,144.0,0.3752345215759851,0.4065040650406504,-89.96622889305814,,INCAPABLE
S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,SEVERE,0.9,SUSTAINED_MIX,0.24390243902439024,60.0,144.0,5,False,shift_to_actual_highest_workload_variant=0.90; variant=ICE_SEDAN,25.0,35.1219512195122,144.0,0.24390243902439027,0.24390243902439024,-108.8780487804878,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.3902439024390244,15.0,22.5,5,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,40.0,39.02439024390244,90.0,0.4336043360433604,0.43360433604336046,-50.97560975609756,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.3902439024390244,15.0,22.5,5,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,40.0,38.489809555629805,90.0,0.42766455061810893,0.43360433604336046,-51.510190444370195,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MILD,0.25,SUSTAINED_MIX,0.3902439024390244,30.0,45.0,5,False,shift_to_actual_highest_workload_variant=0.25; variant=ICE_SEDAN,40.0,35.1219512195122,90.0,0.3902439024390244,0.3902439024390244,-54.8780487804878,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,STEP_BURST,0.3902439024390244,25.0,37.5,5,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.750,40.0,46.82926829268293,90.0,0.5203252032520326,0.5203252032520326,-43.17073170731707,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,RAMP_BURST,0.3902439024390244,25.0,37.5,5,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.781,40.0,44.956097560975614,90.0,0.4995121951219513,0.5203252032520326,-45.043902439024386,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MODERATE,0.55,SUSTAINED_MIX,0.3902439024390244,45.0,67.5,5,False,shift_to_actual_highest_workload_variant=0.60; variant=ICE_SEDAN,40.0,35.1219512195122,90.0,0.3902439024390244,0.3902439024390244,-54.8780487804878,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,STEP_BURST,0.3902439024390244,40.0,60.0,5,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.600,40.0,58.53658536585367,90.0,0.6504065040650407,0.6504065040650407,-31.463414634146332,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,RAMP_BURST,0.3902439024390244,40.0,60.0,5,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.650,40.0,54.03377110694185,90.0,0.6003752345215762,0.6504065040650407,-35.96622889305815,,INCAPABLE
S13,Pretreatment,paint_surface,PAINT_COATING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,SEVERE,0.9,SUSTAINED_MIX,0.3902439024390244,60.0,90.0,5,False,shift_to_actual_highest_workload_variant=0.90; variant=ICE_SEDAN,40.0,35.1219512195122,90.0,0.3902439024390244,0.3902439024390244,-54.8780487804878,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.5365853658536586,15.0,16.363636363636363,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,55.0,39.02439024390244,65.45454545454545,0.5962059620596206,0.5962059620596206,-26.430155210643015,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.5365853658536586,15.0,16.363636363636363,4,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,55.0,38.489809555629805,65.45454545454545,0.5880387570998998,0.5962059620596206,-26.96473589891565,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MILD,0.25,SUSTAINED_MIX,0.5365853658536586,30.0,32.72727272727273,4,False,shift_to_actual_highest_workload_variant=0.25; variant=ICE_SEDAN,55.0,35.1219512195122,65.45454545454545,0.5365853658536586,0.5365853658536586,-30.332594235033255,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,STEP_BURST,0.5365853658536586,25.0,27.272727272727273,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.750,55.0,46.82926829268293,65.45454545454545,0.7154471544715448,0.7154471544715447,-18.62527716186252,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,MODERATE,0.55,RAMP_BURST,0.5365853658536586,25.0,27.272727272727273,4,False,peak_headway_multiplier=0.750; expected_headway_multiplier=0.781,55.0,44.956097560975614,65.45454545454545,0.686829268292683,0.7154471544715447,-20.49844789356984,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,MODERATE,0.55,SUSTAINED_MIX,0.5365853658536586,45.0,49.09090909090909,4,False,shift_to_actual_highest_workload_variant=0.60; variant=ICE_SEDAN,55.0,35.1219512195122,65.45454545454545,0.5365853658536586,0.5365853658536586,-30.332594235033255,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,STEP_BURST,0.5365853658536586,40.0,43.63636363636363,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.600,55.0,58.53658536585367,65.45454545454545,0.8943089430894311,0.894308943089431,-6.917960088691785,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,ARRIVAL_BURST,SUPERVISED,SEVERE,0.9,RAMP_BURST,0.5365853658536586,40.0,43.63636363636363,4,False,peak_headway_multiplier=0.600; expected_headway_multiplier=0.650,55.0,54.03377110694185,65.45454545454545,0.8255159474671672,0.894308943089431,-11.420774347603604,,INCAPABLE
S14,E-Coat Application,paint_surface,PAINT_COATING,VEHICLE_MIX_OVERLOAD,HARD_NEGATIVE,SEVERE,0.9,SUSTAINED_MIX,0.5365853658536586,60.0,65.45454545454545,4,False,shift_to_actual_highest_workload_variant=0.90; variant=ICE_SEDAN,55.0,35.1219512195122,65.45454545454545,0.5365853658536586,0.5365853658536586,-30.332594235033255,,INCAPABLE
S15,E-Coat Cure,paint_surface,CURING_ENVIRONMENTAL,ARRIVAL_BURST,SUPERVISED,MILD,0.25,STEP_BURST,0.6048780487804878,15.0,14.516129032258064,5,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.900,62.0,39.02439024390244,58.064516129032256,0.6720867208672087,0.6720867208672087,-19.040125885129818,,INCAPABLE
S15,E-Coat Cure,paint_surface,CURING_ENVIRONMENTAL,ARRIVAL_BURST,SUPERVISED,MILD,0.25,RAMP_BURST,0.6048780487804878,15.0,14.516129032258064,5,False,peak_headway_multiplier=0.900; expected_headway_multiplier=0.912,62.0,38.489809555629805,58.064516129032256,0.6628800534580689,0.6720867208672087,-19.57470657340245,,INCAPABLE
