headway_seconds,station_id,station_name,zone,station_type,mechanism,applicable,baseline_rho,mild_severity_value,mild_physical_parameter,mild_effective_rho,moderate_severity_value,moderate_physical_parameter,moderate_effective_rho,severe_severity_value,severe_physical_parameter,severe_effective_rho,classification,highest_workload_variant,equation_source,buffer_capacity_used_in_classification,notes
100.0,S01,Underbody Framing,body_joining,WELDING_BODY_JOINING,MANUAL_VARIATION,False,0.46966,0.25,cycle_multiplier=1.2750,0.46966,0.5,cycle_multiplier=1.4000,0.46966,0.8,cycle_multiplier=1.5500,0.46966,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S01,Underbody Framing,body_joining,WELDING_BODY_JOINING,MICRO_STOPS,True,0.46966,0.25,expected_extra_seconds_per_visit=7.5672,0.545331875,0.5,expected_extra_seconds_per_visit=15.8813,0.6284725,0.8,expected_extra_seconds_per_visit=29.8800,0.76846,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S01,Underbody Framing,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,True,0.46966,0.25,shift_toward_actual_slowest_variant=0.25,0.47414500000000004,0.5,shift_toward_actual_slowest_variant=0.60,0.480424,0.8,shift_toward_actual_slowest_variant=1.00,0.48760000000000003,INCAPABLE,ICE_SUV,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S01,Underbody Framing,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,True,0.46966,0.25,arrival_headway_multiplier=0.95,0.4943789473684211,0.5,arrival_headway_multiplier=0.88,0.5337045454545455,0.8,arrival_headway_multiplier=0.78,0.6021282051282051,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S01,Underbody Framing,body_joining,WELDING_BODY_JOINING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.46966,0.25,cycle_multiplier=1.4000,0.657524,0.5,cycle_multiplier=1.6000,0.7514560000000001,0.8,cycle_multiplier=1.8400,0.8641744000000001,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S02,Floor-Pan Welding,body_joining,WELDING_BODY_JOINING,MANUAL_VARIATION,False,0.5105,0.25,cycle_multiplier=1.2750,0.5105,0.5,cycle_multiplier=1.4000,0.5105,0.8,cycle_multiplier=1.5500,0.5105,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S02,Floor-Pan Welding,body_joining,WELDING_BODY_JOINING,MICRO_STOPS,True,0.5105,0.25,expected_extra_seconds_per_visit=7.5672,0.586171875,0.5,expected_extra_seconds_per_visit=15.8813,0.6693125,0.8,expected_extra_seconds_per_visit=29.8800,0.8092999999999999,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S02,Floor-Pan Welding,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,True,0.5105,0.25,shift_toward_actual_slowest_variant=0.25,0.515375,0.5,shift_toward_actual_slowest_variant=0.60,0.5222,0.8,shift_toward_actual_slowest_variant=1.00,0.53,INCAPABLE,ICE_SUV,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S02,Floor-Pan Welding,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,True,0.5105,0.25,arrival_headway_multiplier=0.95,0.5373684210526316,0.5,arrival_headway_multiplier=0.88,0.5801136363636363,0.8,arrival_headway_multiplier=0.78,0.6544871794871794,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S02,Floor-Pan Welding,body_joining,WELDING_BODY_JOINING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.5105,0.25,cycle_multiplier=1.4000,0.7146999999999999,0.5,cycle_multiplier=1.6000,0.8168,0.8,cycle_multiplier=1.8400,0.9393199999999999,HARD_NEGATIVE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S03,Body Side Panel Joining,body_joining,WELDING_BODY_JOINING,MANUAL_VARIATION,False,0.5654,0.25,cycle_multiplier=1.2750,0.5654,0.5,cycle_multiplier=1.4000,0.5654,0.8,cycle_multiplier=1.5500,0.5654,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S03,Body Side Panel Joining,body_joining,WELDING_BODY_JOINING,MICRO_STOPS,True,0.5654,0.25,expected_extra_seconds_per_visit=7.5672,0.6410718750000001,0.5,expected_extra_seconds_per_visit=15.8813,0.7242125,0.8,expected_extra_seconds_per_visit=29.8800,0.8642000000000001,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S03,Body Side Panel Joining,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,True,0.5654,0.25,shift_toward_actual_slowest_variant=0.25,0.57255,0.5,shift_toward_actual_slowest_variant=0.60,0.5825600000000001,0.8,shift_toward_actual_slowest_variant=1.00,0.5940000000000001,INCAPABLE,ICE_SUV,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S03,Body Side Panel Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,True,0.5654,0.25,arrival_headway_multiplier=0.95,0.5951578947368421,0.5,arrival_headway_multiplier=0.88,0.6425,0.8,arrival_headway_multiplier=0.78,0.7248717948717949,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S03,Body Side Panel Joining,body_joining,WELDING_BODY_JOINING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.5654,0.25,cycle_multiplier=1.4000,0.7915599999999999,0.5,cycle_multiplier=1.6000,0.9046400000000001,0.8,cycle_multiplier=1.8400,1.0403360000000001,BORDERLINE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S04,Roof Joining,body_joining,WELDING_BODY_JOINING,MANUAL_VARIATION,False,0.42882000000000003,0.25,cycle_multiplier=1.2750,0.42882000000000003,0.5,cycle_multiplier=1.4000,0.42882000000000003,0.8,cycle_multiplier=1.5500,0.42882000000000003,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S04,Roof Joining,body_joining,WELDING_BODY_JOINING,MICRO_STOPS,True,0.42882000000000003,0.25,expected_extra_seconds_per_visit=7.5672,0.504491875,0.5,expected_extra_seconds_per_visit=15.8813,0.5876325,0.8,expected_extra_seconds_per_visit=29.8800,0.72762,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S04,Roof Joining,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,True,0.42882000000000003,0.25,shift_toward_actual_slowest_variant=0.25,0.432915,0.5,shift_toward_actual_slowest_variant=0.60,0.43864800000000004,0.8,shift_toward_actual_slowest_variant=1.00,0.44520000000000004,INCAPABLE,ICE_SUV,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S04,Roof Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,True,0.42882000000000003,0.25,arrival_headway_multiplier=0.95,0.45138947368421056,0.5,arrival_headway_multiplier=0.88,0.4872954545454546,0.8,arrival_headway_multiplier=0.78,0.5497692307692308,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S04,Roof Joining,body_joining,WELDING_BODY_JOINING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.42882000000000003,0.25,cycle_multiplier=1.4000,0.600348,0.5,cycle_multiplier=1.6000,0.686112,0.8,cycle_multiplier=1.8400,0.7890288000000001,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S05,Structural Adhesive / Body Bonding,body_joining,ADHESIVE_SEALING,MANUAL_VARIATION,False,0.32,0.25,cycle_multiplier=1.2750,0.32,0.5,cycle_multiplier=1.4000,0.32,0.8,cycle_multiplier=1.5500,0.32,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S05,Structural Adhesive / Body Bonding,body_joining,ADHESIVE_SEALING,MICRO_STOPS,True,0.32,0.25,expected_extra_seconds_per_visit=7.5672,0.395671875,0.5,expected_extra_seconds_per_visit=15.8813,0.47881250000000003,0.8,expected_extra_seconds_per_visit=29.8800,0.6188,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S05,Structural Adhesive / Body Bonding,body_joining,ADHESIVE_SEALING,VEHICLE_MIX_OVERLOAD,True,0.32,0.25,shift_toward_actual_slowest_variant=0.25,0.32,0.5,shift_toward_actual_slowest_variant=0.60,0.32,0.8,shift_toward_actual_slowest_variant=1.00,0.32,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S05,Structural Adhesive / Body Bonding,body_joining,ADHESIVE_SEALING,ARRIVAL_BURST,True,0.32,0.25,arrival_headway_multiplier=0.95,0.33684210526315794,0.5,arrival_headway_multiplier=0.88,0.36363636363636365,0.8,arrival_headway_multiplier=0.78,0.41025641025641024,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S05,Structural Adhesive / Body Bonding,body_joining,ADHESIVE_SEALING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.32,0.25,cycle_multiplier=1.4000,0.44799999999999995,0.5,cycle_multiplier=1.6000,0.512,0.8,cycle_multiplier=1.8400,0.5888,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S06,Robotic Body Handling / Positioning,body_joining,ROBOTIC_HANDLING_ASSEMBLY,MANUAL_VARIATION,False,0.3,0.25,cycle_multiplier=1.2750,0.3,0.5,cycle_multiplier=1.4000,0.3,0.8,cycle_multiplier=1.5500,0.3,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S06,Robotic Body Handling / Positioning,body_joining,ROBOTIC_HANDLING_ASSEMBLY,MICRO_STOPS,True,0.3,0.25,expected_extra_seconds_per_visit=7.5672,0.375671875,0.5,expected_extra_seconds_per_visit=15.8813,0.4588125,0.8,expected_extra_seconds_per_visit=29.8800,0.5988,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S06,Robotic Body Handling / Positioning,body_joining,ROBOTIC_HANDLING_ASSEMBLY,VEHICLE_MIX_OVERLOAD,True,0.3,0.25,shift_toward_actual_slowest_variant=0.25,0.3,0.5,shift_toward_actual_slowest_variant=0.60,0.3,0.8,shift_toward_actual_slowest_variant=1.00,0.3,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S06,Robotic Body Handling / Positioning,body_joining,ROBOTIC_HANDLING_ASSEMBLY,ARRIVAL_BURST,True,0.3,0.25,arrival_headway_multiplier=0.95,0.3157894736842105,0.5,arrival_headway_multiplier=0.88,0.3409090909090909,0.8,arrival_headway_multiplier=0.78,0.3846153846153846,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S06,Robotic Body Handling / Positioning,body_joining,ROBOTIC_HANDLING_ASSEMBLY,EQUIPMENT_DEGRADATION_UNSEEN,True,0.3,0.25,cycle_multiplier=1.4000,0.42,0.5,cycle_multiplier=1.6000,0.48,0.8,cycle_multiplier=1.8400,0.552,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,MANUAL_VARIATION,False,0.48,0.25,cycle_multiplier=1.2750,0.48,0.5,cycle_multiplier=1.4000,0.48,0.8,cycle_multiplier=1.5500,0.48,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,MICRO_STOPS,True,0.48,0.25,expected_extra_seconds_per_visit=7.5672,0.555671875,0.5,expected_extra_seconds_per_visit=15.8813,0.6388125,0.8,expected_extra_seconds_per_visit=29.8800,0.7787999999999999,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,VEHICLE_MIX_OVERLOAD,True,0.48,0.25,shift_toward_actual_slowest_variant=0.25,0.48,0.5,shift_toward_actual_slowest_variant=0.60,0.48,0.8,shift_toward_actual_slowest_variant=1.00,0.48,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,ARRIVAL_BURST,True,0.48,0.25,arrival_headway_multiplier=0.95,0.5052631578947369,0.5,arrival_headway_multiplier=0.88,0.5454545454545454,0.8,arrival_headway_multiplier=0.78,0.6153846153846153,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S07,Closure Panel Fitting,body_joining,ROBOTIC_HANDLING_ASSEMBLY,EQUIPMENT_DEGRADATION_UNSEEN,True,0.48,0.25,cycle_multiplier=1.4000,0.6719999999999999,0.5,cycle_multiplier=1.6000,0.768,0.8,cycle_multiplier=1.8400,0.8832,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,MANUAL_VARIATION,False,0.26,0.25,cycle_multiplier=1.2750,0.26,0.5,cycle_multiplier=1.4000,0.26,0.8,cycle_multiplier=1.5500,0.26,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,MICRO_STOPS,True,0.26,0.25,expected_extra_seconds_per_visit=7.5672,0.335671875,0.5,expected_extra_seconds_per_visit=15.8813,0.41881250000000003,0.8,expected_extra_seconds_per_visit=29.8800,0.5588,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,VEHICLE_MIX_OVERLOAD,True,0.26,0.25,shift_toward_actual_slowest_variant=0.25,0.26,0.5,shift_toward_actual_slowest_variant=0.60,0.26,0.8,shift_toward_actual_slowest_variant=1.00,0.26,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,True,0.26,0.25,arrival_headway_multiplier=0.95,0.2736842105263158,0.5,arrival_headway_multiplier=0.88,0.29545454545454547,0.8,arrival_headway_multiplier=0.78,0.3333333333333333,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S08,Body Geometry Inspection,body_joining,DIMENSIONAL_INSPECTION,EQUIPMENT_DEGRADATION_UNSEEN,True,0.26,0.25,cycle_multiplier=1.4000,0.364,0.5,cycle_multiplier=1.6000,0.41600000000000004,0.8,cycle_multiplier=1.8400,0.47840000000000005,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,MANUAL_VARIATION,False,0.38,0.25,cycle_multiplier=1.2750,0.38,0.5,cycle_multiplier=1.4000,0.38,0.8,cycle_multiplier=1.5500,0.38,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,MICRO_STOPS,True,0.38,0.25,expected_extra_seconds_per_visit=7.5672,0.455671875,0.5,expected_extra_seconds_per_visit=15.8813,0.5388125,0.8,expected_extra_seconds_per_visit=29.8800,0.6788000000000001,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,True,0.38,0.25,shift_toward_actual_slowest_variant=0.25,0.38,0.5,shift_toward_actual_slowest_variant=0.60,0.38,0.8,shift_toward_actual_slowest_variant=1.00,0.38,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,True,0.38,0.25,arrival_headway_multiplier=0.95,0.4,0.5,arrival_headway_multiplier=0.88,0.4318181818181818,0.8,arrival_headway_multiplier=0.78,0.48717948717948717,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S09,Additional Spot Welding / Reinforcement,body_joining,WELDING_BODY_JOINING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.38,0.25,cycle_multiplier=1.4000,0.5319999999999999,0.5,cycle_multiplier=1.6000,0.6080000000000001,0.8,cycle_multiplier=1.8400,0.6992,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,MANUAL_VARIATION,False,0.44,0.25,cycle_multiplier=1.2750,0.44,0.5,cycle_multiplier=1.4000,0.44,0.8,cycle_multiplier=1.5500,0.44,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,MICRO_STOPS,True,0.44,0.25,expected_extra_seconds_per_visit=7.5672,0.515671875,0.5,expected_extra_seconds_per_visit=15.8813,0.5988125,0.8,expected_extra_seconds_per_visit=29.8800,0.7388,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,VEHICLE_MIX_OVERLOAD,True,0.44,0.25,shift_toward_actual_slowest_variant=0.25,0.44,0.5,shift_toward_actual_slowest_variant=0.60,0.44,0.8,shift_toward_actual_slowest_variant=1.00,0.44,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,ARRIVAL_BURST,True,0.44,0.25,arrival_headway_multiplier=0.95,0.4631578947368421,0.5,arrival_headway_multiplier=0.88,0.5,0.8,arrival_headway_multiplier=0.78,0.5641025641025641,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S10,Seam / Body Joining,body_joining,WELDING_BODY_JOINING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.44,0.25,cycle_multiplier=1.4000,0.616,0.5,cycle_multiplier=1.6000,0.7040000000000001,0.8,cycle_multiplier=1.8400,0.8096,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,MANUAL_VARIATION,True,0.72,0.25,cycle_multiplier=1.2750,0.9179999999999999,0.5,cycle_multiplier=1.4000,1.008,0.8,cycle_multiplier=1.5500,1.1159999999999999,POSITIVE-CAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,MICRO_STOPS,False,0.72,0.25,expected_extra_seconds_per_visit=7.5672,0.72,0.5,expected_extra_seconds_per_visit=15.8813,0.72,0.8,expected_extra_seconds_per_visit=29.8800,0.72,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,VEHICLE_MIX_OVERLOAD,True,0.72,0.25,shift_toward_actual_slowest_variant=0.25,0.72,0.5,shift_toward_actual_slowest_variant=0.60,0.72,0.8,shift_toward_actual_slowest_variant=1.00,0.72,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,ARRIVAL_BURST,True,0.72,0.25,arrival_headway_multiplier=0.95,0.7578947368421053,0.5,arrival_headway_multiplier=0.88,0.8181818181818181,0.8,arrival_headway_multiplier=0.78,0.923076923076923,HARD_NEGATIVE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S11,Body Finishing / Manual Inspection,body_joining,MANUAL_ASSEMBLY,EQUIPMENT_DEGRADATION_UNSEEN,False,0.72,0.25,cycle_multiplier=1.4000,0.72,0.5,cycle_multiplier=1.6000,0.72,0.8,cycle_multiplier=1.8400,0.72,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,MANUAL_VARIATION,False,0.25,0.25,cycle_multiplier=1.2750,0.25,0.5,cycle_multiplier=1.4000,0.25,0.8,cycle_multiplier=1.5500,0.25,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,MICRO_STOPS,True,0.25,0.25,expected_extra_seconds_per_visit=7.5672,0.325671875,0.5,expected_extra_seconds_per_visit=15.8813,0.4088125,0.8,expected_extra_seconds_per_visit=29.8800,0.5488,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,VEHICLE_MIX_OVERLOAD,True,0.25,0.25,shift_toward_actual_slowest_variant=0.25,0.25,0.5,shift_toward_actual_slowest_variant=0.60,0.25,0.8,shift_toward_actual_slowest_variant=1.00,0.25,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,ARRIVAL_BURST,True,0.25,0.25,arrival_headway_multiplier=0.95,0.2631578947368421,0.5,arrival_headway_multiplier=0.88,0.2840909090909091,0.8,arrival_headway_multiplier=0.78,0.3205128205128205,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S12,Body-Out Dimensional Check,body_joining,DIMENSIONAL_INSPECTION,EQUIPMENT_DEGRADATION_UNSEEN,True,0.25,0.25,cycle_multiplier=1.4000,0.35,0.5,cycle_multiplier=1.6000,0.4,0.8,cycle_multiplier=1.8400,0.46,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S13,Pretreatment,paint_surface,PAINT_COATING,MANUAL_VARIATION,False,0.4,0.25,cycle_multiplier=1.2750,0.4,0.5,cycle_multiplier=1.4000,0.4,0.8,cycle_multiplier=1.5500,0.4,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S13,Pretreatment,paint_surface,PAINT_COATING,MICRO_STOPS,True,0.4,0.25,expected_extra_seconds_per_visit=7.5672,0.475671875,0.5,expected_extra_seconds_per_visit=15.8813,0.5588125,0.8,expected_extra_seconds_per_visit=29.8800,0.6988000000000001,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S13,Pretreatment,paint_surface,PAINT_COATING,VEHICLE_MIX_OVERLOAD,True,0.4,0.25,shift_toward_actual_slowest_variant=0.25,0.4,0.5,shift_toward_actual_slowest_variant=0.60,0.4,0.8,shift_toward_actual_slowest_variant=1.00,0.4,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S13,Pretreatment,paint_surface,PAINT_COATING,ARRIVAL_BURST,True,0.4,0.25,arrival_headway_multiplier=0.95,0.4210526315789474,0.5,arrival_headway_multiplier=0.88,0.4545454545454546,0.8,arrival_headway_multiplier=0.78,0.5128205128205129,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S13,Pretreatment,paint_surface,PAINT_COATING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.4,0.25,cycle_multiplier=1.4000,0.5599999999999999,0.5,cycle_multiplier=1.6000,0.6400000000000001,0.8,cycle_multiplier=1.8400,0.7360000000000001,INCAPABLE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S14,E-Coat Application,paint_surface,PAINT_COATING,MANUAL_VARIATION,False,0.55,0.25,cycle_multiplier=1.2750,0.55,0.5,cycle_multiplier=1.4000,0.55,0.8,cycle_multiplier=1.5500,0.55,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S14,E-Coat Application,paint_surface,PAINT_COATING,MICRO_STOPS,True,0.55,0.25,expected_extra_seconds_per_visit=7.5672,0.6256718750000001,0.5,expected_extra_seconds_per_visit=15.8813,0.7088125000000001,0.8,expected_extra_seconds_per_visit=29.8800,0.8488,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S14,E-Coat Application,paint_surface,PAINT_COATING,VEHICLE_MIX_OVERLOAD,True,0.55,0.25,shift_toward_actual_slowest_variant=0.25,0.55,0.5,shift_toward_actual_slowest_variant=0.60,0.55,0.8,shift_toward_actual_slowest_variant=1.00,0.55,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S14,E-Coat Application,paint_surface,PAINT_COATING,ARRIVAL_BURST,True,0.55,0.25,arrival_headway_multiplier=0.95,0.5789473684210527,0.5,arrival_headway_multiplier=0.88,0.625,0.8,arrival_headway_multiplier=0.78,0.7051282051282052,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
100.0,S14,E-Coat Application,paint_surface,PAINT_COATING,EQUIPMENT_DEGRADATION_UNSEEN,True,0.55,0.25,cycle_multiplier=1.4000,0.77,0.5,cycle_multiplier=1.6000,0.8800000000000001,0.8,cycle_multiplier=1.8400,1.0120000000000002,BORDERLINE,,current Flow-v2 physical equation,False,UNSEEN robustness only; excluded from supervised development
100.0,S15,E-Coat Cure,paint_surface,CURING_ENVIRONMENTAL,MANUAL_VARIATION,False,0.62,0.25,cycle_multiplier=1.2750,0.62,0.5,cycle_multiplier=1.4000,0.62,0.8,cycle_multiplier=1.5500,0.62,INCAPABLE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S15,E-Coat Cure,paint_surface,CURING_ENVIRONMENTAL,MICRO_STOPS,True,0.62,0.25,expected_extra_seconds_per_visit=7.5672,0.695671875,0.5,expected_extra_seconds_per_visit=15.8813,0.7788125,0.8,expected_extra_seconds_per_visit=29.8800,0.9188000000000001,HARD_NEGATIVE,,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S15,E-Coat Cure,paint_surface,CURING_ENVIRONMENTAL,VEHICLE_MIX_OVERLOAD,True,0.62,0.25,shift_toward_actual_slowest_variant=0.25,0.62,0.5,shift_toward_actual_slowest_variant=0.60,0.62,0.8,shift_toward_actual_slowest_variant=1.00,0.62,INCAPABLE,ICE_SEDAN,current Flow-v2 physical equation,False,capacity classification uses service/demand deficit only
100.0,S15,E-Coat Cure,paint_surface,CURING_ENVIRONMENTAL,ARRIVAL_BURST,True,0.62,0.25,arrival_headway_multiplier=0.95,0.6526315789473685,0.5,arrival_headway_multiplier=0.88,0.7045454545454546,0.8,arrival_headway_multiplier=0.78,0.7948717948717948,INCAPABLE,,provisional Phase-D demand-side design; not yet implemented,False,capacity classification uses service/demand deficit only
