candidate,family,fold,train_runs,validation_runs,models_in_candidate,effective_training_unit_positive_rate_mean,hard_negative_units,hard_positive_units,heldout_rows,heldout_units,heldout_row_positive_rate,pr_auc,roc_auc,brier,log_loss,ece15,mean_predicted_probability,actual_positive_rate
bagging_5p0pct_x7,bagging,1,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_006_multi_hard_6p5pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_007_multi_hard_2_7p0pct|train_017_intermittent_late_10p0pct,7,0.049999999999999996,0,0,51210,1707,0.026947861745752782,0.30157088198988835,0.7683032164431531,0.02182634323190101,0.10282850578309558,0.018391980101457678,0.04513935091799673,0.026947861745752782
bagging_5p0pct_x7,bagging,2,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_014_multi_hard_2_8p8pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_003_intermittent_late_4p5pct|train_008_baseline_7p2pct|train_013_multi_hard_8p5pct|train_015_baseline_9p0pct,7,0.049999999999999996,0,0,51300,1710,0.021052631578947368,0.255613479962118,0.7539391400061949,0.018288001654598818,0.0886425794374551,0.01619087279855107,0.03710823161885774,0.021052631578947368
bagging_5p0pct_x7,bagging,3,train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_020_multi_hard_15p0pct,train_001_baseline_2p0pct|train_006_multi_hard_6p5pct|train_010_intermittent_late_7p8pct|train_019_accelerating_hard_12p0pct,7,0.049999999999999996,0,0,51150,1705,0.025219941348973606,0.3737800014803957,0.7813872253161565,0.0187390306152451,0.09157104361818576,0.016072292014084184,0.04025797276406052,0.025219941348973606
bagging_5p0pct_x7,bagging,4,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_013_multi_hard_8p5pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_009_intermittent_7p5pct|train_012_accelerating_hard_8p2pct|train_014_multi_hard_2_8p8pct|train_018_accelerating_10p5pct,7,0.049999999999999996,0,0,51210,1707,0.0210896309314587,0.2796788674960683,0.8212127911873573,0.01802076589360578,0.08791139842063536,0.025054472956715267,0.046144103888173964,0.0210896309314587
bagging_5p0pct_x7,bagging,5,train_001_baseline_2p0pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct,train_002_intermittent_3p5pct|train_011_accelerating_8p0pct|train_016_intermittent_9p5pct|train_020_multi_hard_15p0pct,7,0.049999999999999996,0,0,51270,1709,0.03393797542422469,0.40775374771082795,0.8116965104163041,0.02437096514229484,0.10895674955735124,0.012671054938321021,0.044425815695289646,0.03393797542422469
bagging_5p5pct_x5,bagging,1,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_006_multi_hard_6p5pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_007_multi_hard_2_7p0pct|train_017_intermittent_late_10p0pct,5,0.055007949125596194,0,0,51210,1707,0.026947861745752782,0.3035754559308292,0.7744020248555232,0.022258625488802183,0.10480607889924298,0.02242371328078111,0.0491835096629936,0.026947861745752782
bagging_5p5pct_x5,bagging,2,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_014_multi_hard_2_8p8pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_003_intermittent_late_4p5pct|train_008_baseline_7p2pct|train_013_multi_hard_8p5pct|train_015_baseline_9p0pct,5,0.05500450856627592,0,0,51300,1710,0.021052631578947368,0.2525231679735352,0.751343283994867,0.018623302415622517,0.0906886192437822,0.019577601855910606,0.04030318855665327,0.021052631578947368
bagging_5p5pct_x5,bagging,3,train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_020_multi_hard_15p0pct,train_001_baseline_2p0pct|train_006_multi_hard_6p5pct|train_010_intermittent_late_7p8pct|train_019_accelerating_hard_12p0pct,5,0.055,0,0,51150,1705,0.025219941348973606,0.3690927772822338,0.7821159479099619,0.019060116309395077,0.09338332923570157,0.018978626634962442,0.0434271611145181,0.025219941348973606
bagging_5p5pct_x5,bagging,4,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_013_multi_hard_8p5pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_009_intermittent_7p5pct|train_012_accelerating_hard_8p2pct|train_014_multi_hard_2_8p8pct|train_018_accelerating_10p5pct,5,0.05500450856627592,0,0,51210,1707,0.0210896309314587,0.2810982474179768,0.814919930403174,0.01861516347858667,0.09145796271736825,0.029888481695364042,0.05083501888372503,0.0210896309314587
bagging_5p5pct_x5,bagging,5,train_001_baseline_2p0pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct,train_002_intermittent_3p5pct|train_011_accelerating_8p0pct|train_016_intermittent_9p5pct|train_020_multi_hard_15p0pct,5,0.05500512470105911,0,0,51270,1709,0.03393797542422469,0.40844691500575653,0.8088053217485744,0.024476306309996566,0.1103671138434995,0.015883064596078633,0.04780612502130419,0.03393797542422469
bagging_5p5pct_x7,bagging,1,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_006_multi_hard_6p5pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_007_multi_hard_2_7p0pct|train_017_intermittent_late_10p0pct,7,0.055007949125596194,0,0,51210,1707,0.026947861745752782,0.3061538400552857,0.7734123265479442,0.022209367062320944,0.10464736826014019,0.02207318191728204,0.04900959327115292,0.026947861745752782
bagging_5p5pct_x7,bagging,2,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_014_multi_hard_2_8p8pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_003_intermittent_late_4p5pct|train_008_baseline_7p2pct|train_013_multi_hard_8p5pct|train_015_baseline_9p0pct,7,0.05500450856627592,0,0,51300,1710,0.021052631578947368,0.25192854391875696,0.7511127981326606,0.018618652360259193,0.09065951285653358,0.019431663679073338,0.04027231268838655,0.021052631578947368
bagging_5p5pct_x7,bagging,3,train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_020_multi_hard_15p0pct,train_001_baseline_2p0pct|train_006_multi_hard_6p5pct|train_010_intermittent_late_7p8pct|train_019_accelerating_hard_12p0pct,7,0.055,0,0,51150,1705,0.025219941348973606,0.3705993055947831,0.7842348265064661,0.01900489013026108,0.09315734660424602,0.018966676265421343,0.04355197090282829,0.025219941348973606
bagging_5p5pct_x7,bagging,4,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_013_multi_hard_8p5pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_009_intermittent_7p5pct|train_012_accelerating_hard_8p2pct|train_014_multi_hard_2_8p8pct|train_018_accelerating_10p5pct,7,0.05500450856627592,0,0,51210,1707,0.0210896309314587,0.2824340788732307,0.8177680992382769,0.01865430751392652,0.09149266023045353,0.029951040982701422,0.05104067191416011,0.0210896309314587
bagging_5p5pct_x7,bagging,5,train_001_baseline_2p0pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct,train_002_intermittent_3p5pct|train_011_accelerating_8p0pct|train_016_intermittent_9p5pct|train_020_multi_hard_15p0pct,7,0.05500512470105911,0,0,51270,1709,0.03393797542422469,0.410417533920708,0.8129949107820409,0.024467420569723668,0.11006282876233695,0.015877647477786756,0.047791258946438785,0.03393797542422469
hard_negative_top10_bagging_5p0pct_x5,hard_negative,1,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_006_multi_hard_6p5pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_007_multi_hard_2_7p0pct|train_017_intermittent_late_10p0pct,5,0.05,666,0,51210,1707,0.026947861745752782,0.30443586839537773,0.7737815674743402,0.021323646175296078,0.10059646536873455,0.014778132243872111,0.04069503779923586,0.026947861745752782
hard_negative_top10_bagging_5p0pct_x5,hard_negative,2,train_001_baseline_2p0pct|train_002_intermittent_3p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_006_multi_hard_6p5pct|train_007_multi_hard_2_7p0pct|train_009_intermittent_7p5pct|train_010_intermittent_late_7p8pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_014_multi_hard_2_8p8pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_019_accelerating_hard_12p0pct|train_020_multi_hard_15p0pct,train_003_intermittent_late_4p5pct|train_008_baseline_7p2pct|train_013_multi_hard_8p5pct|train_015_baseline_9p0pct,5,0.05,665,0,51300,1710,0.021052631578947368,0.24586358013450954,0.7440677408292401,0.018120793293891848,0.08856772844882185,0.015147975160682631,0.0357059017852239,0.021052631578947368
hard_negative_top10_bagging_5p0pct_x5,hard_negative,3,train_002_intermittent_3p5pct|train_003_intermittent_late_4p5pct|train_004_accelerating_5p5pct|train_005_accelerating_hard_6p0pct|train_007_multi_hard_2_7p0pct|train_008_baseline_7p2pct|train_009_intermittent_7p5pct|train_011_accelerating_8p0pct|train_012_accelerating_hard_8p2pct|train_013_multi_hard_8p5pct|train_014_multi_hard_2_8p8pct|train_015_baseline_9p0pct|train_016_intermittent_9p5pct|train_017_intermittent_late_10p0pct|train_018_accelerating_10p5pct|train_020_multi_hard_15p0pct,train_001_baseline_2p0pct|train_006_multi_hard_6p5pct|train_010_intermittent_late_7p8pct|train_019_accelerating_hard_12p0pct,5,0.05,666,0,51150,1705,0.025219941348973606,0.37420417426470515,0.7838106465545387,0.0187591363444425,0.09129606307746062,0.01660537089374725,0.03801399617633388,0.025219941348973606
