scope,candidate,method,pr_auc,roc_auc,brier,log_loss,ece15,mean_predicted_probability,actual_positive_rate,pr_auc_delta_vs_none,roc_auc_delta_vs_none,calibration_improved,calibration_metrics_improved,ranking_guard_pass,selected
best_bagging,bagging_5p5pct_x5,none,0.32115134221167213,0.786542345070965,0.02060727461810143,0.0981419807744009,0.02065988030250504,0.046309915439539474,0.025650035137034434,0.0,0.0,,,,True
best_bagging,bagging_5p5pct_x5,platt,0.3102589273391541,0.7784915528072058,0.020006524704724353,0.0938747466328941,0.0015507509739447218,0.025590132625340465,0.025650035137034434,-0.01089241487251802,-0.008050792263759154,True,3.0,False,False
final_candidate,hard_positive_w2p0_natural,none,0.313600990674116,0.7794125597702324,0.02000360259736739,0.09262508974292298,0.004278140208555274,0.02827092566268666,0.025650035137034434,0.0,0.0,,,,True
final_candidate,hard_positive_w2p0_natural,platt,0.30336595809632627,0.7599369478669217,0.020411782245188543,0.09634682083404607,0.0024569189479186947,0.025590592053244474,0.025650035137034434,-0.010235032577789738,-0.019475611903310708,False,1.0,False,False
