version,feature_count,candidate_name,selected_training_strategy,number_of_models,effective_training_unit_positive_rate,oof_pr_auc,oof_raw_pr_auc,pooled_oof_pr_auc_raw,mean_cv_pr_auc,std_cv_pr_auc,minimum_fold_pr_auc,oof_roc_auc,oof_raw_roc_auc,oof_brier,oof_raw_brier,selected_calibration,selected_alert_policy,alert_score_space,alert_threshold,oof_unit_recall,oof_false_warning_rate,oof_unit_precision,oof_median_first_alert_station_index,validation_pr_auc,validation_raw_pr_auc,validation_roc_auc,validation_raw_roc_auc,validation_brier,validation_raw_brier,validation_precision_at_f1_threshold,validation_recall_at_f1_threshold,validation_f1,validation_f2_at_f2_threshold,validation_unit_recall,validation_false_warning_rate,validation_unit_precision,validation_median_first_alert_station_index,validation_primary_objective_improves_over_v4,old_consumed_test_accessed
v5,30,hard_positive_w2p0_natural,hard_positive_w2p0_natural,1,0.025650035137034434,0.313600990674116,0.313600990674116,0.313600990674116,0.3177630976111751,0.058061256343008176,0.25805932658126995,0.7794125597702324,0.7794125597702324,0.02000360259736739,0.02000360259736739,none,raw,raw_probability,0.1421320160758933,0.863013698630137,0.04411587931241736,0.33992805755395683,15.0,0.336710626136745,0.336710626136745,0.7810768247734373,0.7810768247734373,0.022983940706392172,0.022983940706392172,0.5724572457245725,0.33650793650793653,0.4238587137620793,0.3812076132137388,0.8571428571428571,0.044182621502209134,0.375,15.0,True,False
